Date,Close,Volume
6/14/2019,27118.34961,2031083500
6/17/2019,27227.16016,1487266700
6/18/2019,27498.76953,1550614700
6/19/2019,28202.14063,2076060300
6/20/2019,28550.42969,1820185000
6/21/2019,28473.71094,2171897300
6/24/2019,28513,1338833200
6/25/2019,28185.98047,1851984100
6/26/2019,28221.98047,1431402200
6/27/2019,28621.41992,1679897500
6/28/2019,28542.61914,1486688000
7/2/2019,28875.56055,2110432700
7/3/2019,28855.14063,1291301500
7/4/2019,28795.76953,928449700
7/5/2019,28774.83008,846919500
7/8/2019,28331.68945,1250874300
7/9/2019,28116.2793,1218475000
7/10/2019,28204.68945,1013012100
7/11/2019,28431.80078,1067070900
7/12/2019,28471.61914,1204492700
7/15/2019,28554.88086,1317116400
7/16/2019,28619.61914,1024681900
7/17/2019,28593.16992,950441100
7/18/2019,28461.66016,925037300
7/19/2019,28765.40039,1261012300
7/22/2019,28371.25977,1104886500
7/23/2019,28466.48047,950029300
7/24/2019,28524.03906,1075821900
7/25/2019,28594.30078,974264600
7/26/2019,28397.74023,1320699900
7/29/2019,28106.41016,1563572300
7/30/2019,28146.5,1147561000
7/31/2019,27777.75,1287084400
8/1/2019,27565.69922,1736444000
8/2/2019,26918.58008,2317609200
8/5/2019,26151.32031,2120745300
8/6/2019,25976.24023,2751867000
8/7/2019,25997.0293,1671335000
8/8/2019,26120.76953,1658129900
8/9/2019,25939.30078,1357616900
8/12/2019,25824.7207,1200393600
8/13/2019,25281.30078,1979089800
8/14/2019,25302.2793,1915522900
8/15/2019,25495.46094,2145864600
8/16/2019,25734.2207,2022477500
8/19/2019,26291.83984,2144882700
8/20/2019,26231.53906,1822936100
8/21/2019,26270.03906,1701479200
8/22/2019,26048.7207,1780728400
8/23/2019,26179.33008,1621440900
8/26/2019,25680.33008,2475604900
8/27/2019,25664.07031,2214167200
8/28/2019,25615.48047,1462114400
8/29/2019,25703.5,1784869100
8/30/2019,25724.73047,2017892000
9/2/2019,25626.55078,1295066700
9/3/2019,25527.84961,1149210200
9/4/2019,26523.23047,2688524600
9/5/2019,26515.5293,1996619100
9/6/2019,26690.75977,1895344700
9/9/2019,26681.40039,1700948300
9/10/2019,26683.67969,1738020300
9/11/2019,27159.06055,2072246200
9/12/2019,27087.63086,1337046900
9/13/2019,27352.68945,1176496300
9/16/2019,27124.55078,2189101500
9/17/2019,26790.24023,1850715100
9/18/2019,26754.11914,1372644100
9/19/2019,26468.94922,1330417000
9/20/2019,26435.66992,1972985800
9/23/2019,26222.40039,1285452900
9/24/2019,26281,2089366000
9/25/2019,25945.34961,1762622300
9/26/2019,26041.92969,0
